tempo,SP,PV,MV
0.0,80.0,79.59251082847837,49.043177126053386
1.0,80.0,79.59251082847837,49.043177126053386
2.0,80.0,79.59251082847837,49.043177126053386
2.0,80.0,79.59251082847837,49.043177126053386
3.0,80.0,79.59251082847837,49.043177126053386
4.0,80.0,79.59251082847837,49.043177126053386
5.0,80.0,79.59251082847837,49.043177126053386
5.0,80.0,79.59251082847837,49.043177126053386
6.0,80.0,79.59251082847837,49.043177126053386
7.0,80.0,79.59251082847837,49.043177126053386
7.0,80.0,79.59251082847837,49.043177126053386
8.0,80.0,79.59251082847837,49.043177126053386
9.0,80.0,79.59251082847837,49.043177126053386
10.0,80.0,79.59251082847837,49.043177126053386
11.0,80.0,79.59251082847837,49.043177126053386
11.0,80.0,79.59251082847837,49.043177126053386
12.0,80.0,79.59251082847837,49.043177126053386
12.0,80.0,79.59251082847837,49.043177126053386
13.0,80.0,79.59251082847837,49.043177126053386
14.0,80.0,79.59251082847837,49.043177126053386
15.0,80.0,79.59251082847837,49.043177126053386
16.0,80.0,79.59251082847837,49.043177126053386
16.0,80.0,79.59251082847837,49.043177126053386
17.0,80.0,79.59251082847837,49.043177126053386
18.0,80.0,79.59251082847837,49.043177126053386
18.0,80.0,79.59251082847837,49.043177126053386
19.0,80.0,79.59251082847837,49.043177126053386
20.0,80.0,79.59251082847837,49.043177126053386
21.0,80.0,79.59251082847837,49.043177126053386
21.0,80.0,79.59251082847837,49.043177126053386
22.0,80.0,79.59251082847837,49.043177126053386
23.0,80.0,79.59251082847837,49.043177126053386
24.0,80.0,79.59251082847837,49.043177126053386
25.0,80.0,79.59251082847837,49.043177126053386
25.0,80.0,79.59251082847837,49.043177126053386
26.0,80.0,79.59251082847837,49.043177126053386
27.0,80.0,79.59251082847837,49.043177126053386
27.0,80.0,79.59251082847837,49.043177126053386
27.0,80.0,79.59251082847837,49.043177126053386
27.0,80.0,79.59251082847837,49.043177126053386
27.0,80.0,79.59251082847837,49.043177126053386
27.0,80.0,79.59251082847837,49.043177126053386
27.0,80.0,79.59251082847837,49.043177126053386
27.0,80.0,79.59251082847837,49.043177126053386
28.0,80.0,79.59251082847837,49.043177126053386
29.0,80.0,79.59251082847837,49.043177126053386
30.0,80.0,79.59251082847837,49.043177126053386
30.0,80.0,79.59251082847837,49.043177126053386
31.0,80.0,79.59251082847837,49.043177126053386
31.0,80.0,79.59251082847837,49.043177126053386
32.0,80.0,79.59251082847837,49.043177126053386
33.0,80.0,79.59251082847837,49.043177126053386
34.0,80.0,79.59251082847837,49.043177126053386
34.0,80.0,79.59251082847837,49.043177126053386
35.0,80.0,79.59251082847837,49.043177126053386
36.0,80.0,79.59251082847837,49.043177126053386
36.0,80.0,79.59251082847837,49.043177126053386
37.0,80.0,79.59251082847837,49.043177126053386
38.0,80.0,79.59251082847837,49.043177126053386
38.0,80.0,79.59251082847837,49.043177126053386
39.0,80.0,79.59251082847837,49.043177126053386
40.0,80.0,79.59251082847837,49.043177126053386
41.0,80.0,79.59251082847837,49.043177126053386
42.0,80.0,79.59251082847837,49.043177126053386
42.0,80.0,79.59251082847837,49.043177126053386
43.0,80.0,79.59251082847837,49.043177126053386
43.0,80.0,79.59251082847837,49.043177126053386
44.0,80.0,79.59251082847837,49.043177126053386
45.0,80.0,79.59251082847837,49.043177126053386
46.0,80.0,79.59251082847837,49.043177126053386
47.0,80.0,79.59251082847837,49.043177126053386
47.0,80.0,79.59251082847837,49.043177126053386
48.0,80.0,79.59251082847837,49.043177126053386
48.0,80.0,79.59251082847837,49.043177126053386
49.0,80.0,79.59251082847837,49.043177126053386
50.0,80.0,79.59251082847837,49.043177126053386
51.0,80.0,79.59251082847837,49.043177126053386
52.0,80.0,79.59251082847837,49.043177126053386
52.0,80.0,79.59251082847837,49.043177126053386
53.0,80.0,79.59251082847837,49.043177126053386
54.0,80.0,79.59251082847837,49.043177126053386
54.0,80.0,79.59251082847837,49.043177126053386
55.0,80.0,79.59251082847837,49.043177126053386
56.0,80.0,79.59251082847837,49.043177126053386
57.0,80.0,79.59251082847837,49.043177126053386
57.0,80.0,79.59251082847837,49.043177126053386
57.0,80.0,79.59251082847837,49.043177126053386
57.0,80.0,79.59251082847837,49.043177126053386
57.0,80.0,79.59251082847837,49.043177126053386
57.0,80.0,79.59251082847837,49.043177126053386
57.0,80.0,79.59251082847837,49.043177126053386
57.0,80.0,79.59251082847837,49.043177126053386
58.0,80.0,79.59251082847837,49.043177126053386
59.0,80.0,79.59251082847837,49.043177126053386
60.0,80.0,79.59251082847837,49.043177126053386
61.0,80.0,79.59251082847837,49.043177126053386
61.0,80.0,79.59251082847837,49.043177126053386
61.0,80.0,79.59251082847837,49.043177126053386
61.0,80.0,79.59251082847837,49.043177126053386
62.0,80.0,79.59251082847837,49.043177126053386
63.0,80.0,79.59251082847837,49.043177126053386
64.0,80.0,79.59251082847837,49.043177126053386
65.0,80.0,79.59251082847837,49.043177126053386
66.0,80.0,79.59251082847837,49.043177126053386
66.0,80.0,79.59251082847837,49.043177126053386
67.0,80.0,79.59251082847837,49.043177126053386
67.0,80.0,79.59251082847837,49.043177126053386
68.0,80.0,79.59251082847837,49.043177126053386
69.0,80.0,79.59251082847837,49.043177126053386
70.0,80.0,79.59251082847837,49.043177126053386
70.0,80.0,79.59251082847837,49.043177126053386
71.0,80.0,79.59251082847837,49.043177126053386
72.0,80.0,79.59251082847837,49.043177126053386
72.0,80.0,79.59251082847837,49.043177126053386
