tempo,SP,PV,MV
10000,80,82.271065,80.657867
10001,80,82.271065,80.657867
10002,80,82.271065,80.657867
10003,80,82.271065,79.6574745
10004,80,82.7228355,78.657082
10005,80,83.174606,78.657082
10006,80,83.174606,78.657082
10008,80,83.174606,78.657082
10009,80,83.6752165,78.657082
10010,80,84.175827,78.657082
10011,80,84.175827,77.049099
10012,80,84.175827,75.441116
10013,80,84.627598,75.441116
10014,80,85.079369,75.441116
10015,80,85.079369,75.441116
10016,80,85.079369,73.795761
10017,80,85.079369,72.150406
10018,80,85.494507,72.150406
10019,80,85.909645,72.150406
10020,80,85.909645,72.150406
10021,80,85.909645,72.150406
10022,80,86.3736265,70.1794245
10023,80,86.837608,68.208443
10024,80,86.837608,68.208443
10025,80,86.837608,68.208443
10026,80,87.277168,68.208443
10027,80,87.716728,68.208443
10028,80,87.716728,65.6286525
10029,80,87.716728,63.048862
10030,80,87.9853475,63.048862
10031,80,88.253967,63.048862
10032,80,88.253967,63.048862
10033,80,88.253967,63.048862
10034,80,88.7423705,60.74394
10035,80,89.230774,58.439018
10037,80,89.230774,58.439018
10038,80,89.230774,58.439018
10039,80,89.4993935,58.439018
10040,80,89.768013,55.5661925
10041,80,89.768013,52.693367
10042,80,89.768013,52.693367
10043,80,89.768013,52.693367
10044,80,90.0732615,52.693367
10045,80,90.37851,52.693367
10046,80,90.37851,50.234318
10047,80,90.37851,47.775269
10048,80,90.561661,47.775269
10049,80,90.744812,47.775269
10050,80,90.744812,47.775269
10051,80,90.744812,47.775269
10052,80,90.744812,44.8474545
10053,80,90.9035415,41.91964
10054,80,91.062271,41.91964
10055,80,91.062271,41.91964
10056,80,91.062271,41.91964
10057,80,91.062271,41.91964
10058,80,91.147743,38.517582
10059,80,91.233215,35.115524
10060,80,91.233215,35.115524
10061,80,91.233215,35.115524
10062,80,91.2942655,35.115524
10063,80,91.355316,35.115524
10064,80,91.355316,32.351278
10065,80,91.355316,29.587032
10067,80,91.233215,29.587032
10068,80,91.233215,29.587032
10069,80,91.233215,29.587032
10070,80,91.233215,26.684529
10071,80,91.037853,23.782026
10072,80,90.842491,23.782026
10073,80,90.842491,23.782026
10074,80,90.842491,23.782026
10075,80,90.842491,23.782026
10076,80,90.6959725,23.782026
10077,80,90.549454,20.8895445
10078,80,90.549454,17.997063
10079,80,90.549454,17.997063
10080,80,90.2564125,17.997063
10081,80,89.963371,17.997063
10082,80,89.963371,17.997063
10083,80,89.963371,15.8363315
10084,80,89.6947515,13.6756
10085,80,89.426132,13.6756
10086,80,89.426132,13.6756
10087,80,89.426132,13.6756
10088,80,89.426132,13.6756
10089,80,89.023201,11.474736
10090,80,88.62027,9.273872
10091,80,88.62027,9.273872
10092,80,88.62027,9.273872
10093,80,88.62027,9.273872
10094,80,88.2295495,9.273872
10095,80,87.838829,9.273872
10096,80,87.838829,7.272617
10097,80,87.838829,5.271362
10098,80,87.838829,5.271362
10099,80,87.3626405,5.271362
10100,80,86.886452,5.271362
10101,80,86.886452,5.271362
10102,80,86.886452,3.8945905
10103,80,86.4957315,2.517819
10104,80,86.105011,2.517819
10105,80,86.105011,2.517819
10106,80,86.105011,2.517819
10107,80,85.5555575,2.517819
10108,80,85.006104,1.4203045
10109,80,85.006104,0.32279
10110,80,85.006104,0.32279
10111,80,85.006104,0.32279
10112,80,84.432236,0.32279
10113,80,83.858368,0.32279
10114,80,83.858368,0.163276
10115,80,83.858368,0.003762
10116,80,83.858368,0.003762
10117,80,83.235657,0.003762
10118,80,82.612946,0.003762
10119,80,82.612946,0.003762
10120,80,82.612946,0.0303255
10121,80,82.075703,0.056889
10122,80,81.53846,0.056889
10123,80,81.53846,0.056889
10124,80,81.53846,0.056889
10125,80,81.53846,0.056889
10126,80,81.0500605,0.2270515
10127,80,80.561661,0.397214
10128,80,80.561661,0.397214
10129,80,80.561661,0.397214
10130,80,79.9511605,0.397214
10131,80,79.34066,0.397214
10132,80,79.34066,0.397214
10133,80,79.34066,0.397214
10134,80,79.34066,1.082392
10135,80,78.7789995,1.76757
10136,80,78.217339,1.76757
10137,80,78.217339,1.76757
10138,80,78.217339,1.76757
10139,80,77.655678,2.744966
10140,80,77.094017,3.722362
10141,80,77.094017,3.722362
10142,80,77.094017,3.722362
10143,80,77.094017,3.722362
10144,80,76.6178285,3.722362
10145,80,76.14164,4.9964
10146,80,76.14164,6.270438
10147,80,76.14164,6.270438
10148,80,76.14164,6.270438
10149,80,75.5311395,6.270438
10150,80,74.920639,6.270438
10151,80,74.920639,6.270438
10152,80,74.920639,8.151998
10153,80,74.4200285,10.033558
10154,80,73.919418,10.033558
10155,80,73.919418,10.033558
10156,80,73.919418,10.033558
10158,80,73.064713,13.76589
10159,80,73.064713,13.76589
10160,80,73.064713,13.76589
10161,80,73.064713,13.76589
10162,80,72.5274735,13.76589
10163,80,71.990234,16.10067
10164,80,71.990234,18.43545
10165,80,71.990234,18.43545
10166,80,71.990234,18.43545
10167,80,71.587303,18.43545
10168,80,71.184372,18.43545
10169,80,71.184372,18.43545
10170,80,71.184372,21.3561945
10171,80,71.184372,24.276939
10172,80,70.757023,24.276939
10173,80,70.329674,24.276939
10174,80,70.329674,24.276939
10175,80,70.329674,24.276939
10176,80,70.134312,26.7985245
10177,80,69.93895,29.32011
10178,80,69.93895,29.32011
10179,80,69.93895,29.32011
10180,80,69.5482295,29.32011
10181,80,69.157509,29.32011
10182,80,69.157509,32.351795
10183,80,69.157509,35.38348
10184,80,69.157509,35.38348
10185,80,68.9865685,35.38348
10186,80,68.815628,35.38348
10188,80,68.815628,35.38348
10189,80,68.815628,41.929432
10190,80,68.473747,41.929432
10191,80,68.131866,41.929432
10192,80,68.131866,41.929432
10193,80,68.131866,41.929432
10194,80,68.2905995,44.8602505
10195,80,68.449333,47.791069
10196,80,68.449333,47.791069
10197,80,68.449333,47.791069
10198,80,68.3882825,47.791069
10199,80,68.327232,47.791069
10200,80,68.327232,50.6659105
10201,80,68.327232,53.540752
10202,80,68.327232,53.540752
10203,80,68.68132,53.540752
10204,80,69.035408,53.540752
10205,80,69.035408,53.540752
10206,80,69.035408,56.418804
10207,80,69.035408,59.296856
10208,80,69.12088,59.296856
10209,80,69.206352,59.296856
10210,80,69.206352,59.296856
10211,80,69.206352,59.296856
10212,80,69.523811,61.7801685
10213,80,69.84127,64.263481
10214,80,69.84127,64.263481
10215,80,69.84127,64.263481
10216,80,69.84127,64.263481
10218,80,70.622711,64.263481
10219,80,70.622711,68.773354
10220,80,70.622711,68.773354
10221,80,70.622711,68.773354
10222,80,71.0256425,68.773354
10223,80,71.428574,68.773354
10224,80,71.428574,68.773354
10225,80,71.428574,68.773354
10226,80,71.428574,71.042164
10227,80,71.7826655,73.310974
10228,80,72.136757,73.310974
10229,80,72.136757,73.310974
10230,80,72.136757,73.310974
10231,80,72.5152665,73.310974
10232,80,72.893776,74.790062
10233,80,72.893776,76.26915
10234,80,72.893776,76.26915
10235,80,72.893776,76.26915
10236,80,73.333336,76.26915
